address_title,address_type,address_line1,address_line2,city,state,country,pincode,is_primary_address,is_shipping_address,gstin,gst_category,links.link_doctype,links.link_name
VIKAS ACID & CHEMICALS,Billing,BHARAT COMPLEX,"COLLEGE ROAD, BHILWARA . RAJASTAN-311001, BHILWARA . RAJASTAN",BHILWARA . RAJASTAN,Rajasthan,India,311001,1,1,08AQEPS0490E1ZU,Registered Regular,Customer,IMP-20260324-CUST-0185
MARS ASSOCIATES,Billing,"343, PHOENIX COMPLEX","B/S. SURAJ PLAZA, SAYAJIGUNJ, VADODARA - 390 005",VADODARA - 390 005,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0173
"M/S. MADRAS MOTORS,",Billing,NATIONAL HIGHWAY NO-6,"HINGNA NAKA, WASHIM ROAD, AKOLA",AKOLA,Maharashtra,India,,1,1,27FPYPS1058J1ZY,Registered Regular,Supplier,IMP-20260324-SUP-0174
SHREE MARUTI COURIER SERVICES PVT.LTD,Billing,"52/A, TITANIUM","OPP .PRAHALADNAGAR GARDEN, 100 FT ROAD, AHMEDABAD",AHMEDABAD,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0175
APARNA TRANSPORT,Billing,KOLKATA,"KOLKATA, KOLKATA",KOLKATA,,India,,1,1,,Unregistered,Customer,IMP-20260324-CUST-0186
JAYESH CHEMICALS,Billing,PLOT NO. 264,"NEAR NARAYAN SILK MILLS, G.I.D.C. PANDESARA, SURAT - 394 221",SURAT,Gujarat,India,,1,1,24ABTPP7705P1ZS,Registered Regular,Customer,IMP-20260324-CUST-0187
AP ELECTRONICS,Billing,45- AMRAPALI SOCIETY,"B/H AMRAPALI COMPLEX, KARELIBAUG, VADODARA",VADODARA,Gujarat,India,,1,1,24AAVFA2647Q1ZR,Registered Regular,Supplier,IMP-20260324-SUP-0179
YES LOGISTICS,Billing,"OFF: UNIT NO. 17, GRD FLOOR","SWASTIK CHAMBERS, UMARSHI BAPPA CHAWK, CHEMBUR, MUMBAI - 400071","CHEMBUR, MUMBAI",Maharashtra,India,400071,1,1,,Unregistered,Customer,IMP-20260324-CUST-0188
OCEAN OVERSEAS,Billing,"71, MARUTINANDAN SOCIETY","SATELIGHT ROAD, MOTA, VARACHHA, SURAT",SURAT,Gujarat,India,,1,1,24AAGFO5405R1ZW,Registered Regular,Supplier,IMP-20260324-SUP-0181
SHREEJI TRANSPORT COMPANY,Billing,"23-FIRST FLOOR, SAROVAR ARCADE","NEAR LALGEBI CIRCLE, S.P RING ROAD HATHIJAN, AHMEDABAD",AHMEDABAD,Gujarat,India,,1,1,24AAPFS6298H1ZJ,Registered Regular,Supplier,IMP-20260324-SUP-0183
DIAMOND TRANSPORT SERVICES,Billing,"21, AMARTOLLA STREET, KOLKATA-700 001",WEST BENGAL,"21, AMARTOLLA STREET, KOLKATA-700 001",West Bengal,India,,1,1,19AAIFD7021N1Z4,Registered Regular,Customer,IMP-20260324-CUST-0189
SHIV SHAKTI MOTOR BODY,Billing,CHUNI NAKA MAIN ROAD,"CHNDERIYA, CHITTODGAD",CHITTODGAD,Rajasthan,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0194
DAKSH AUTO (INDIA) PVT. LTD.,Billing,"N.H.76, AIRPORT RD, OPP: POWER HOUSE","DEBARI, UDAIPUR","DEBARI, UDAIPUR",Rajasthan,India,,1,1,08AADCD5882F1ZI,Registered Regular,Supplier,IMP-20260324-SUP-0195
BALAJI AUTO & AGRO,Billing,"11th MILLE STONE, OLD OCTROL NAKA","AKOLA ROAD, BADNERA, AMRAVAT",AMRAVAT,Maharashtra,India,,1,1,27AAJFB4897K1ZS,Registered Regular,Supplier,IMP-20260324-SUP-0196
VEDYA ENTERPRISE,Billing,ANKLESHWAR,,ANKLESHWAR,Gujarat,India,,1,1,24AHQPB1029D2ZW,Registered Regular,Supplier,IMP-20260324-SUP-0199
K.P.CHEMICALS,Billing,PLIOT NO 10009/4,GIDC ANKLESHWAR,GIDC ANKLESHWAR,,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0206
PAINTER MAHESH,Billing,RANOLI CROSSING,"N.H.NO. 8, HARSIDDHI SHOW REPAIRING, VADODARA",VADODARA,,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0209
HASMUKH ENTERPRISE,Billing,"C/O. TIRUPATI INDUSTRY, NR. AMBAJI MATAJI'S MANDIR","OPP, KESHAR SAW MILL, VATVA MEMDABAD RING ROAD, AHMEDABAD - 382445",AHMEDABAD.,Gujarat,India,382445,1,1,24AFUPP9842E1ZW,Registered Regular,Supplier,IMP-20260324-SUP-0215
GURPREET MINERALS & CHEMICALS,Billing,"F-115, MIA, MADRI","UDAIPUR, RAJASTHAN-313001",UDAIPUR,Rajasthan,India,313001,1,1,08AGEPS1825R1ZR,Registered Regular,Customer,IMP-20260324-CUST-0190
BHERUNATH LOGISTIC,Billing,"N.H. 76, PINDWARA HIGHWAY, DEBARI-UDAIPUR",RAJASTHAN-313001,"N.H. 76, PINDWARA HIGHWAY, DEBARI-UDAIPUR",Rajasthan,India,313001,1,1,,Unregistered,Customer,IMP-20260324-CUST-0191
SUNDARAM FINANCE LTD. LEASE A/C.,Billing,"2, NILMANY CHAMBERS","OPP. EMBASSY MARKET, ASHRAM ROAD, AHMEDABAD",AHMEDABAD,Gujarat,India,,1,1,24AAACS4944A2ZS,Registered Regular,Supplier,IMP-20260324-SUP-0217
OCEAN GREEN ENERGY,Billing,"B-4/1201, CELEBRITY GREENS","ABHVA ROAD, NR.HAPPY HALLMARK SHOPPERS, VESU, SURAT","VESU, SURAT",Gujarat,India,,1,1,24AAHFO4390G1Z8,Registered Regular,Supplier,IMP-20260324-SUP-0218
H.D.TRAILERS PVT.LTD,Billing,"PLOT NO N-38, ADDITIONAL MIDC","PATALGANGA, KARADE BUDRUK, MAHARASHTRA",KARADE BUDRUK,Maharashtra,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0219
CAVENDISH INDUSTRIES LTD,Billing,Cil-AH-AH-BARODA HIMALAYA ENTERPRISES,"OPP: GSFC NAGAR GATE, PO-FERTILIZER NAGAR TRANSPORT NAGAR, BARODA",BARODA,Gujarat,India,,1,1,24AAFCC8999J1ZY,Registered Regular,Supplier,IMP-20260324-SUP-0220
NEW ENVIROTECH PVT. LTD,Billing,"1, PARVATI NAGAR SCOIETY","UNIT - 3 OPP. GOLDEN SILVER APPARTMENT, B/H, JALARAM APPARTMENT, SUBHANPURA, VADODARA",VADODARA,Gujarat,India,,1,1,24AAHCN0004H1Z2,Registered Regular,Supplier,IMP-20260324-SUP-0222
SHREE MAHAKALASHWAR ROADLINES,Billing,"220, VALLABH NAGAR ROAD","BHATEWAR, UDAIPUR (RAJ) 313 601",UDAIPUR (RAJ) 313 601,Rajasthan,India,,1,1,08AJZPN9278K2ZU,Registered Regular,Supplier,IMP-20260324-SUP-0223
ANWESHAN MULTI TRADING PVT LTD.,Billing,"TINKUNE, KATHMANDU, BAGMATI PROVINCE","NEPAL, EXIM 609832B790120NP",NEPAL,,India,,1,1,,Unregistered,Customer,IMP-20260324-CUST-0192
NIRMAN CORPORATION,Billing,"404, SILVER OAK, BPC ROAD","NEAR SHRENIK PARK CHAR RASTA, AKOTA, VADODARA",VADODARA,Gujarat,India,,1,1,24AGGPS2415P1Z3,Registered Regular,Customer,IMP-20260324-CUST-0193
HINDALCO INDUSTRIES LTD.(RENUKOT),Billing,"RENUKOT-231217, SONEBHADRA",UTTER PRADESH,UTTER PRADESH,Uttar Pradesh,India,231217,1,1,09AAACH1201R1ZL,Registered Regular,Customer,IMP-20260324-CUST-0194
MUKESH KUMAR NANDESHWAR PATHAK,Billing,HOUSE NO. 320,"VILL: PURE RATAHUWA, MAWAI, AMETHI, UTTAR PRADESH",AMETHI,Uttar Pradesh,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0245
ROHAN CHEMICALS,Billing,304/-3 RD FLOOR ARRNA,"B/H ONLY VIMAL SHOW-ROOM, DARODKAR CHOWK, NAGPUR-440002, STATE : MAHARASHTRA STATE CODE-27",STATE : MAHARASHTRA STATE CODE-27,Maharashtra,India,440002,1,1,27ADWPT4193N1ZB,Registered Regular,Customer,IMP-20260324-CUST-0195
NEPTUNE,Billing,"29, Municipal Staff Quaters.","Nr. Buddhdev Colony, Karelibaug, Vadodara",VADODARA,Gujarat,India,,1,1,24AMHPP7270L1ZL,Registered Regular,Supplier,IMP-20260324-SUP-0250
MAHADEV TRADERS,Billing,"MOHAN PRIDE, A4, BASI, 16 TH FLOOR","1603/1604, WAYALE NAGAR, NEXT TO PODDAR INTERNATION SCHOOL KALYAN-421301, MAHARASHTRA",NEXT TO PODDAR INTERNATION SCHOOL KALYAN,Maharashtra,India,421301,1,1,27ARDPP6357M1Z5,Registered Regular,Customer,IMP-20260324-CUST-0196
NIMISHA CHEMICALS,Billing,"PLOT.NO. 148/149, GIDC","NANDESARI, VADODARA",VADODARA,Gujarat,India,,1,1,24AANFM3790L1ZR,Registered Regular,Customer,IMP-20260324-CUST-0197
AKSHARCHEM INDIA LIMITED,Billing,"PLOT.NO, 166-169, VILLGE-INDRAD","KADI-KALOL, CHHATRAL, MAHSANA-382715, GUJARAT","KADI-KALOL,CHHATRAL,MAHSANA",Gujarat,India,382715,1,1,24AABCA2805M1ZX,Registered Regular,Customer,IMP-20260324-CUST-0198
SMIT CORPORATION,Billing,"10, UMA SOCIETY","B/H. SANGAM SOCIETY, HARNI ROAD, VADODARA - 390 022",VADODARA,,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0254
AJAY K. SHAH,Billing,"5, SHREERANG SOCIETY","OPP, FATEHSAGAR FLATS, FATEHGUNJ, VADODARA",VADODARA,,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0255
NEW CHEMACID MFG AND TRADERS,Billing,PASHE Z-C/1/0/166,"GIDC ESTATE, VATVA, AHMEDABAD.",AHMEDABAD,Gujarat,India,,1,1,24ACPPS1341D1ZS,Registered Regular,Customer,IMP-20260324-CUST-0199
MDS AIR PRODUCT PVT.LTD.,Billing,PLOT NO. 311,"WARD 12-B, NEAR LIC BUILDING, GANDHIDHAM -370201, KUTCH",KUTCH,Gujarat,India,370201,1,1,24AAFCM9322F1ZM,Registered Regular,Supplier,IMP-20260324-SUP-0269
ASSOCIATE DYESTUFF PVT LTD.,Billing,"PLOT.NO, A-1/4, B/H SHAH TEXTILE GIDC IND.","PHASE-1 GIDC, VATVA, AHMEDABAD.","PHASE-1 GIDC,VATVA,AHMEDABAD",Gujarat,India,,1,1,24AACCA4885C1ZX,Registered Regular,Customer,IMP-20260324-CUST-0200
JAHIR AHMED JAMIL AHMED SHAH,Billing,PLOT NO. 1647,"KALAMBOLI, KHEDUPADA, NAVI MUMBAI","KHEDUPADA, NAVI MUMBAI",Maharashtra,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0270
SARTHAK INFOTECH,Billing,GF-2 BALAJI AVENUE,"BESIDE MOTA APT., CHHANI JAKAT NAKA, VADODARA.",VADODARA,Gujarat,India,,1,1,24BELPB6784G2ZC,Registered Regular,Supplier,IMP-20260324-SUP-0271
CARGO MOTORS PVT. LTD.,Billing,"AARAMBH', NR. MARKARBA","S. G. HIGHWAY, AHMEDABAD",AHMEDABAD,Gujarat,India,,1,1,24AAACC2744C2ZA,Registered Regular,Supplier,IMP-20260324-SUP-0274
G.K.AUTOMOTIVE PVT.LTD,Billing,"SONDONGRI, RING ROAD NO-2","RALPUR OPP., KABIR NAGAR",ODISHA,Chhattisgarh,India,,1,1,22AAECG4545K1ZN,Registered Regular,Supplier,IMP-20260324-SUP-0275
GTPL Broadband Pvt. Ltd.,Billing,"6th Floor, Monalisa Complex","Next to World Trade Center, Sayajigunj, Vadodara",VADODARA,,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0276
AMAZON DEVICES SOLAR CREATIONS PVT.LTD,Billing,"GROUND FLOOR, BKG 12","INORBIT, GORWA ROAD, VADODARA",VADODARA,Gujarat,India,,1,1,24AAFCS9443K1ZZ,Registered Regular,Supplier,IMP-20260324-SUP-0277
A.S. TRADING CO.,Billing,"58/6, KRISHNA COMPOUND","NR.INDIAN OIL, PETROL PUMP, DUMAD, VADODARA.",VADODARA,,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0278
COROMANDEL INTERNATIONAL LIMITED,Billing,71/72/73/74/75/83,"GIDC, NANDESARI, VADODARA",VADODARA,Gujarat,India,,1,1,24AAACC7852K1ZJ,Registered Regular,Customer,IMP-20260324-CUST-0201
SHREE LAXMI TYRES,Billing,ANDUL BUS STAND (GOPAL BAG),"P.O. ANDUL MOURI, HOWRAH-711302, TEL.NO. 033-26471870, MOB. 9830172877",BRD,,India,711302,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0279
KARNI TANKER BULK CARRIER,Billing,130-B SHAKTI NAGER ROAD NO.2,UDAIPUR-313001 (RAJSTHAN),UDAIPUR- (RAJSTHAN),Rajasthan,India,313001,1,1,08AEWPC6096E2Z2,Registered Regular,Customer,IMP-20260324-CUST-0202
RAJ AUTO ENGG. WORKS,Billing,IPCL ROAD RANOLI,BARODA,VADODARA,,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0280
SRI LAXMI NARASIMHA MOTORS,Billing,VADODARA,,VADODARA,Telangana,India,,1,1,36ADPFS9374K1Z2,Registered Regular,Supplier,IMP-20260324-SUP-0281
SHREYA ART,Billing,OPP. BANKER GODOWN,"N.H.NO.8, PADAMALA, VADODARA",VADODARA,,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0282
WIN WIN AUTOMOBILES,Billing,"HALKA NO. 25, VILLA CHAAN PATWARI","HOSHANGABAD ROAD, 11TH MILE, BHOJPUR CHOURAHA'', SATALAPUR, MADHYA PRADESH","SATALAPUR, MADHYA PRADESH",Madhya Pradesh,India,,1,1,23AAACW5155B2ZR,Registered Regular,Supplier,IMP-20260324-SUP-0283
APPARIO RETAIL PRIVATE LTD,Billing,"BUILDING NO. 5, BGR","WAREHOUSING COMPLEX, NEAR, SHIV SAGAR HOTEL, VILLAGE VAHULI, BHIWANDI, THANE MAHARASHTRA","BHIWANDI, THANE MAHARASHTRA",Maharashtra,India,,1,1,27AALCA0171E1ZZ,Registered Regular,Supplier,IMP-20260324-SUP-0285
PEARL POLYMERS,Billing,"PLOT.NO 40-48, ROAD.NO. 5","IDA GANDHINAGAR, BALANAGAR, MSME.NO.UDYAM-TS-20-0002341, TELANGANA",MSME.NO.UDYAM-TS-20-0002341,Telangana,India,,1,1,36AAZFP0846L1ZG,Registered Regular,Customer,IMP-20260324-CUST-0203
KKG AUTMOBILES PRAVATE LIMITED,Billing,"N.H.-8, NEAR SWAGAT DWAR","SURPALAYA, UDAIPUR",UDAIPUR,Rajasthan,India,,1,1,08AAFCK0900K1ZP,Registered Regular,Supplier,IMP-20260324-SUP-0286
SHREE KRISHNA MOTORS,Billing,"NH79, NEAR TASWARIYA","GULABPURA, BHILWARA(DIST.), RAJASTHAN",BHILWARA(DIST.),Rajasthan,India,,1,1,08FDIPS2876E1Z2,Registered Regular,Supplier,IMP-20260324-SUP-0287
NISHIT SALES AGENCY,Billing,CHANDRADIP INDUSTRIAL ESTATE-2,"PLOT NO.2, BHAVNAGAR, AHMEDABAD HIGHWAY, NEAR NARI CHOKDI, BHAVNAGAR.","NEAR NARI CHOKDI, BHAVNAGAR",Gujarat,India,,1,1,24AUIPC3450G2Z1,Registered Regular,Supplier,IMP-20260324-SUP-0288
SAI AUTO WORKS,Billing,"NH50, GMR REST AREA","KUSHTAGI, KARNATAKA",KUSHTAGI,Karnataka,India,,1,1,29ADLFS2360K1ZL,Registered Regular,Supplier,IMP-20260324-SUP-0289
VED AUTOLINK,Billing,GUJARAT,,Gujarat,Gujarat,India,,1,1,24AASFV2943D1Z1,Registered Regular,Supplier,IMP-20260324-SUP-0290
POINT AUTOMOTIVE (MUMBAI) PVT. LTD.,Billing,NEAR ARHAM LOGIC PARK,"VILL. WALSHIND, THANE NASHIK HIGHWAY, TAL. BHIWANDI",TAL. BHIWANDI,Maharashtra,India,,1,1,27AAACF8822C1ZV,Registered Regular,Supplier,IMP-20260324-SUP-0291
RAHUL MOTORS,Billing,GUJARAT,,Gujarat,Gujarat,India,,1,1,24AAGPY1127N1ZE,Registered Regular,Supplier,IMP-20260324-SUP-0292
TRISHUL MOTORS,Billing,"AT.KHADKI, UDWADA RS","MOTIWADA CHAR RASTA, NATIONAL HIGHWAY, VALSAD. TA. PARDI",VALSAD. TA. PARDI,Gujarat,India,,1,1,24AABFT4110H1ZP,Registered Regular,Supplier,IMP-20260324-SUP-0293
PSN AUTOMOTIVE MARKETING,Billing,NO 57 BUDRASHINGI CROSS,"ADARAGUNCHI PLOTS, HUBLI, KARNATAKA",HUBLI,Karnataka,India,,1,1,29AABCA9447K1Z7,Registered Regular,Supplier,IMP-20260324-SUP-0294
SANGHI (MTB) TRUCKING PVT.LTD.,Billing,"C-1, PANCHAWATI COLONY","TALAWALI CHANDA, A.B. ROAD, KADWALI BUJURG, MADHYA PRADESH",KADWALI BUJURG,Madhya Pradesh,India,,1,1,23ABACS2466C1ZS,Registered Regular,Supplier,IMP-20260324-SUP-0295
PRAYAG AUTOMOBILES,Billing,"NH-7, CHAKA, KATNI","KATNI, MADHYA PRADESH",KATNI,Madhya Pradesh,India,,1,1,23AQTPD0187E1Z0,Registered Regular,Supplier,IMP-20260324-SUP-0296
SK MOTORS,Billing,NH-135 REWA ROAD,"SAMOGARA, MIRZAPUR, UTTAR PRADESH","SAMOGARA, MIRZAPUR",Uttar Pradesh,India,,1,1,09AIOPG0947L1ZT,Registered Regular,Supplier,IMP-20260324-SUP-0297
RADHEY MOTORS,Billing,GUJARAT,,GUJARAT,Uttar Pradesh,India,,1,1,09BJZPK7949B2ZF,Registered Regular,Supplier,IMP-20260324-SUP-0298
SHRI KRISHNA DETCHEM PVT LTD.,Billing,"PLOT.NO:-E-1/154, RICO IND.AREA","TEHSIL:-GANGRAR, DIST:-CHITORGARH, RAJASTHAN",DIST:-CHITORGARH,Rajasthan,India,,1,1,08AAHCS3409H1ZC,Registered Regular,Customer,IMP-20260324-CUST-0204
K.K.G. AUTOMOBILES PVT. LTD.,Billing,"N.H.-8, NEAR SWAGAT DWAR","SURPALAYA, UDAIPUR",UDAIPUR,Rajasthan,India,,1,1,08AAFCK0900K1ZP,Registered Regular,Supplier,IMP-20260324-SUP-0299
AAC CARRIERS,Billing,"SHOP.NO. 226, 2ND FLOOR, LSC ROAD NO. 43","VARDHMAN FASHION MALL, PITAMPURA, DELHI-110034.",NEW DELHI,Delhi,India,110034,1,1,07AHMPK7644K1ZS,Registered Regular,Customer,IMP-20260324-CUST-0205
ASTHA ROAD CARRIERS,Billing,"H/69, Mumbai Pune Highway Road","Near Balaji Auto Parts, Nigadi, Pune","Nigadi, Pune",Maharashtra,India,,1,1,27AHUPD5545Q1ZH,Registered Regular,Customer,IMP-20260324-CUST-0206
MULLA AUTOMOBILES,Billing,NEW GABBUR,"BYPASS ROAD, NEAR TOL NAKA, HUBLI, KARNATAKA","HUBLI, KARNATAKA",Karnataka,India,,1,1,29ALQPM8511M1ZB,Registered Regular,Supplier,IMP-20260324-SUP-0301
AUTOMOTIVE MANUFACTURERS PVT. LTD. 1,Billing,"SY. NO. 59, SH-2, BESIDE ESSAR PETROL PUMP","GUNTUR ROAD, KISTAPURAM VILLAGE, MIRYALGUDA MANDALAM, NALGONDA, TELANGANA",KARNATAKA,Telangana,India,,1,1,36AAACA3428K1ZS,Registered Regular,Supplier,IMP-20260324-SUP-0302
DINESH RAMAN,Billing,5 Maruti Estate Golden Char Rasta,"Opp.Water Tank Road, Vadodara",VADODARA,,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0303
SHREE BALAJI AUTOMOBILES,Billing,AT-BHALUPATRA,"PO-CHIKATMATI, BALANDA, ODISHA",BALANDA,Odisha,India,,1,1,21ACVFS9051N1ZD,Registered Regular,Supplier,IMP-20260324-SUP-0305
SAHYOG AUTO PARTS,Billing,"VIP COMPLEX, MULER CHOKDI","AT & PO. MULER, TA. VAGRA, DIST.BHARUCH",DIST.BHARUCH,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0306
NAVJIVAN AUTOMOTIVE,Billing,"BLOCK NO 484/485, OPP RANODRA PATIYA","AT N POST- VESMA, N.H.NO-8, LANDMARK-NEAR PALSANA COWKDI, NAVSARI",NAVSARI,Gujarat,India,,1,1,24AAHFN8796P1Z8,Registered Regular,Supplier,IMP-20260324-SUP-0307
SRINIVASA CHEMICALS ENTERPRISES,Billing,4/2 SANYASIKUPPAM ROAD,THIRUBHUANAI PUDUCHERRY-605107,THIRUBHUANAI PUDUCHERRY,Puducherry,India,605107,1,1,34AAIPA3035F1ZD,Registered Regular,Customer,IMP-20260324-CUST-0207
SHREEJI STATIONERY MART,Billing,"D/104, MAA RESIDENCY, NR. MOTNATH MAHADEV TEMPLE","HARNI ROAD, VADODARA","HARNI ROAD, VADODARA",Gujarat,India,,1,1,24BCCPP2641D1Z2,Registered Regular,Supplier,IMP-20260324-SUP-0308
PUNJAB AUTOMOBILES,Billing,"OPP, DHANLAXMI PETROL PUMP","N.H.NO. 8, RANOLI, BARODA - 391350",VADODARA,,India,391350,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0309
VIRAT ACID PRIVATE LIMITED,Billing,"A-706, SHAPATH HEXA","OPP, KARGL PETROL PUMP GUJARAT HIGH COURT, SOLAOVER BRIDGE, S.G HIGHWAY, AHMEDABAD-380060",AHMEDABAD,Gujarat,India,380060,1,1,24AADCV2049L1Z8,Registered Regular,Customer,IMP-20260324-CUST-0208
SHREE GURUNANK SPRING WORKS,Billing,"NO. 8, DHANLAXMI PETROL PUMP","RANOLI, VADODARA",VADODARA,,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0310
TEX CHEME ENTERPRISE,Billing,"112 A, WEST PERIYASAMY ROAD","R.S. PURAM, COIMBATTORE, TAMILNADU","R.S. PURAM,COIMBATTORE",Tamil Nadu,India,,1,1,33AANFT2718B1ZG,Registered Regular,Customer,IMP-20260324-CUST-0209
BHARAT TYRES,Billing,GUJARAT,,Gujarat,Gujarat,India,,1,1,24aaacb7626e1z1,Registered Regular,Supplier,IMP-20260324-SUP-0313
VARUN TRADING,Billing,"5, SHREERANG SOCIETY","FATEHGUNJ, VADODARA-390002",VADODARA,Gujarat,India,390002,1,1,24AFOPS6828M2ZL,Registered Regular,Customer,IMP-20260324-CUST-0210
SURYA CHEM INDUSTRIES,Billing,OPP. GUJARAT GLASS CO.,"NR. JASHODA NAGAR CHAR RASTA., AMRAIWADI, AHMEDABAD",AHMEDABAD,Gujarat,India,,1,1,24AABHG5279C1ZK,Registered Regular,Customer,IMP-20260324-CUST-0211
GOLCHHA CHEMICAL INDUSTRIES,Billing,"GOLCHHA HOUSE, GOUSHALA CHOWK","JUGSALAI, JAMSHEDPUR - 831006, JHARKHAND",JAMSHEDPUR,Jharkhand,India,831006,1,1,20ACEPG4215B1ZO,Registered Regular,Customer,IMP-20260324-CUST-0212
SOLAR INDUSTRIES INDIA LTD,Billing,"CHAKDOHKH.NO.37-39 & 78-83, POST BAZARGAON","AMARAVATI ROAD TAH.KATOL NAGPUR-440023, MAHARASHTRA",AMARAVATI ROAD TAH.KATOL NAGPUR,Maharashtra,India,440023,1,1,27AACCS2132E1ZT,Registered Regular,Customer,IMP-20260324-CUST-0213
TIRUPATI DIESEL SALES & SERVICE (MAH),Billing,CROSSING MAKHAR JAPPA VILLAGE ROAD,"N.H.08, KESHARIYAJI, RAJASTHAN","N.H.08, KESHARIYAJI",Rajasthan,India,,1,1,08AARPC0632M1ZL,Registered Regular,Supplier,IMP-20260324-SUP-0320
NAVNEET MOTORS,Billing,UDAIPUR,RAJASTHAN,UDAIPUR,Rajasthan,India,,1,1,08AACFN4017G1ZK,Registered Regular,Supplier,IMP-20260324-SUP-0321
S.K. MOTORS-1,Billing,"NH-8, NEAR KADIWALA PETROL PUMP","MOTIPIRA, HIMATNAGAR",HIMATNAGAR,Gujarat,India,,1,1,24ABIFS9642K1ZN,Registered Regular,Supplier,IMP-20260324-SUP-0322
VE COMMERCIAL VEHICLES LIMITED,Billing,"MAHALA, NH-8","JAIPUR-AJMER, HIGHWAY, MAHALA BUS STAND","HIGHWAY, MAHALA BUS STAND",Rajasthan,India,,1,1,08AABCE9378F1ZC,Registered Regular,Supplier,IMP-20260324-SUP-0323
SURATI FARASAN MART,Billing,"1, 2, SNEHAL APARTMENT","NEAR FATEHGUNJ PETROL PUMP, FATEHGUNJ, VADODARA",VADODARA,Gujarat,India,,1,1,24AGQPP0106L1ZC,Registered Regular,Supplier,IMP-20260324-SUP-0324
PARUL KAMAL PATA GARAGE,Billing,SAHYOG WAY-BRIDGE,"SAHYOG COMPLEX, NARI CHOKADI, BHAVNAGAR.",BHAVNAGAR,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0325
NAVKAR TRADERS,Billing,"B/8, VARSHASOCIETY, NEAR NAVJIVAN","AJWA ROAD, VADODARA","AJWA ROAD,VADODARA",Gujarat,India,,1,1,24AAKFN5042K1Z6,Registered Regular,Customer,IMP-20260324-CUST-0214
I T MALL VADODARA,Billing,121 SWAMINARAYAN NAGAR,"MESHANA CIRCLE, NIZAMPURA, VADODARA","NIZAMPURA, VADODARA",Gujarat,India,,1,1,24ACWPP2219A1ZR,Registered Regular,Supplier,IMP-20260324-SUP-0327
MANYA AUTOMOBILES,Billing,HIGHWAY KESHROL,"NR.ABPS SCHOOL, NEAR MAMTA PETROLEUM IOCL PUMP, BHARUCH-DAHEJ",BHARUCH-DAHEJ,Gujarat,India,,1,1,24ABQFM8818D1Z0,Registered Regular,Supplier,IMP-20260324-SUP-0328
AMIN SONS MARKETING PVT LTD,Billing,OLD N.H.NO.8,VADODARA,VADODARA,Gujarat,India,,1,1,24AADCA7105Q1ZK,Registered Regular,Supplier,IMP-20260324-SUP-0329
PREM SAKHI FERTILIZERS LTD-UNIT-II,Billing,"AARJI. NO.3314, VILLAGE :-LAKAWAS","UDAIPUR, RAJASTHAN","UDAIPUR,RAJASTHAN",Rajasthan,India,,1,1,,Unregistered,Customer,IMP-20260324-CUST-0215
HINDUSTAN INDUSTRIAL CHEMICAL SUPPLIER,Billing,105.21ST CENTURY PLAZA SECTOR 8.ROHINI.,"NORTH WEST DELHI, DELHI-110085",NORTH WEST DELHI,Delhi,India,110085,1,1,07ABCPY3420B2Z0,Registered Regular,Customer,IMP-20260324-CUST-0216
SYAM ENTERPRIES,Billing,TAMILNADU,,TAMILNADU,,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0333
VFS - BHARUCH,Billing,SURVEY NO. 42/21 PAIKI,"NEAR GIRIRAJ HOTEL, AT: MOTALI, ANKLESHWAR","AT: MOTALI, ANKLESHWAR",Gujarat,India,,1,1,24AHQPB1029D1ZX,Registered Regular,Supplier,IMP-20260324-SUP-0334
JAI BHAWANI TRANSPORT CORPORATION,Billing,"7, SENIOR M.I.G HOUSING BOARD COLONY","INGORIA ROAD, NAGDA Jn456335 (M.P)","INGORIA ROAD,NAGDA Jn456335 (M.P)",Madhya Pradesh,India,,1,1,23ARDPM5104D1ZG,Registered Regular,Customer,IMP-20260324-CUST-0217
RITIKA ROAD LINES,Billing,"NEW ABADI PUTHOLI, DIST//;CHITTORGARH",RAJASTHAN-312021,"NEW ABADI PUTHOLI,DIST//;CHITTORGARH",Rajasthan,India,312021,1,1,08BGSPS3241L1ZQ,Registered Regular,Customer,IMP-20260324-CUST-0218
